user,uid,path,trustee,appliesto
.CN=Info.OU=HDV.O=ANNECY.T=MRY.,GG_Info,\,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Agenda-21.OU=HDV.O=ANNECY.T=MRY.,GG_Agenda-21,\Agenda 21,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Arcadium.OU=HDV.O=ANNECY.T=MRY.,GG_Arcadium,\Arcadium,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Arcadiumgestion.OU=HDV.O=ANNECY.T=MRY.,GG_1-Arcadiumgestion,\Arcadium,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Cadre-Vie.OU=HDV.O=ANNECY.T=MRY.,GG_Cadre-Vie,\Cadre de Vie,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\ECHANGES,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-EPI.OU=HDV.O=ANNECY.T=MRY.,GG_1-EPI,\EPI,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Info.OU=HDV.O=ANNECY.T=MRY.,GG_Info,\INFO,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Syndic.OU=HDV.O=ANNECY.T=MRY.,GG_1-Syndic,\Liste Syndics Vieille Ville Autorisations de Travaux,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Logistique.OU=HDV.O=ANNECY.T=MRY.,GG_1-Logistique,\Logistique_événements,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PropreteUrbaine.OU=PST.O=ANNECY.T=MRY.,GG_PropreteUrbaine,\Propreté Urbaine,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PellicierC.OU=HDV.O=ANNECY.T=MRY.,PellicierC,\Sapa,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PreventionTranquillite.OU=HDV.O=ANNECY.T=MRY.,GG_PreventionTranquillite,\Prévention Tranquillité,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Manufacture.OU=HDV.O=ANNECY.T=MRY.,Manufacture,\batiment,,ThisFolderSubFoldersAndFiles
.CN=Cabinet.OU=HDV.O=ANNECY.T=MRY.,GG_Cabinet,\cabinet,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-DirCommerce.OU=HDV.O=ANNECY.T=MRY.,GG_1-DirCommerce,\comerart,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Creche_HDV.OU=HDV.O=ANNECY.T=MRY.,Creche_HDV,\culturel,,ThisFolderSubFoldersAndFiles
.CN=Culturel.OU=HDV.O=ANNECY.T=MRY.,GG_Culturel,\culturel,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Dgre.OU=HDV.O=ANNECY.T=MRY.,GG_Dgre,\dgre,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Drh.OU=HDV.O=ANNECY.T=MRY.,GG_Drh,\drh,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ControleGestion.OU=HDV.O=ANNECY.T=MRY.,GG_ControleGestion,\finances,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FeteduLac.OU=HDV.O=ANNECY.T=MRY.,FeteduLac,\parcst,,ThisFolderSubFoldersAndFiles
.CN=Secregal.OU=HDV.O=ANNECY.T=MRY.,GG_Secregal,\secregal,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=NivetM.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,NivetM,\social,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Sports.OU=HDV.O=ANNECY.T=MRY.,GG_Sports,\sports,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Voirie.OU=HDV.O=ANNECY.T=MRY.,GG_Voirie,\voirie,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-voiriexclu.OU=HDV.O=ANNECY.T=MRY.,GG_1-voiriexclu,\voirie,,ThisFolderSubFoldersAndFiles
.CN=LethiaisJ.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,LethiaisJ,\Agenda 21\Plan Climat,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=LethiaisJ.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,LethiaisJ,\Agenda 21,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ControleGestion.OU=HDV.O=ANNECY.T=MRY.,GG_ControleGestion,\Arcadium\COMMUN\GESTION,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ControleGestion.OU=HDV.O=ANNECY.T=MRY.,GG_ControleGestion,\Arcadium\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ControleGestion.OU=HDV.O=ANNECY.T=MRY.,GG_ControleGestion,\Arcadium,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MaitriasE.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,MaitriasE,\Arcadium\COMMUN\GESTION,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MaitriasE.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,MaitriasE,\Arcadium\COMMUN,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MaitriasE.OU=Iphone.OU=Comptes_Speciaux.O=ANNECY.T=MRY.,MaitriasE,\Arcadium,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BezziS.OU=HDV.O=ANNECY.T=MRY.,BezziS,\Cadre de Vie\Bezzi,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BezziS.OU=HDV.O=ANNECY.T=MRY.,BezziS,\Cadre de Vie,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BelS.OU=HDV.O=ANNECY.T=MRY.,BelS,\Cadre de Vie\Bel,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BelS.OU=HDV.O=ANNECY.T=MRY.,BelS,\Cadre de Vie,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Cadre-Vie.OU=HDV.O=ANNECY.T=MRY.,GG_Cadre-Vie,\Cadre de Vie\COMMUN,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Cadre-Vie.OU=HDV.O=ANNECY.T=MRY.,GG_Cadre-Vie,\Cadre de Vie,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=GroupeSalubrite.OU=HDV.O=ANNECY.T=MRY.,GG_GroupeSalubrite,\Cadre de Vie\Congés,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=GroupeSalubrite.OU=HDV.O=ANNECY.T=MRY.,GG_GroupeSalubrite,\Cadre de Vie,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DVQSP.OU=HDV.O=ANNECY.T=MRY.,GG_DVQSP,\DVQSP\Lathoud,,ThisFolderSubFoldersAndFiles
.CN=DVQSP.OU=HDV.O=ANNECY.T=MRY.,GG_DVQSP,\DVQSP,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MussonP.OU=HDV.O=ANNECY.T=MRY.,MussonP,\INFO\COMMUN,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MussonP.OU=HDV.O=ANNECY.T=MRY.,MussonP,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Reprographie.OU=HDV.O=ANNECY.T=MRY.,GG_Reprographie,\INFO\COMMUN,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Reprographie.OU=HDV.O=ANNECY.T=MRY.,GG_Reprographie,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Reprographie.OU=HDV.O=ANNECY.T=MRY.,GG_Reprographie,\INFO\Documentation_Support,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Reprographie.OU=HDV.O=ANNECY.T=MRY.,GG_Reprographie,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\INFO\ISABELLE,,ThisFolderSubFoldersAndFiles
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=MondiniC.OU=HDV.O=ANNECY.T=MRY.,MondiniC,\INFO\Repro,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=MondiniC.OU=HDV.O=ANNECY.T=MRY.,MondiniC,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Reprographie.OU=HDV.O=ANNECY.T=MRY.,GG_Reprographie,\INFO\Imprimerie,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Reprographie.OU=HDV.O=ANNECY.T=MRY.,GG_Reprographie,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=WinieskiF.OU=HDV.O=ANNECY.T=MRY.,WinieskiF,\INFO\Fabrice\Perso,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=WinieskiF.OU=HDV.O=ANNECY.T=MRY.,WinieskiF,\INFO\Fabrice,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=WinieskiF.OU=HDV.O=ANNECY.T=MRY.,WinieskiF,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\INFO\Fabrice\Perso,,ThisFolderSubFoldersAndFiles
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\INFO\Fabrice,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Info.OU=HDV.O=ANNECY.T=MRY.,GG_Info,\INFO\Fabrice\Perso,,ThisFolderSubFoldersAndFiles
.CN=Info.OU=HDV.O=ANNECY.T=MRY.,GG_Info,\INFO\Fabrice,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Info.OU=HDV.O=ANNECY.T=MRY.,GG_Info,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Info.OU=HDV.O=ANNECY.T=MRY.,GG_Info,\INFO\ISABELLE\Perso,,ThisFolderSubFoldersAndFiles
.CN=Info.OU=HDV.O=ANNECY.T=MRY.,GG_Info,\INFO\ISABELLE,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Info.OU=HDV.O=ANNECY.T=MRY.,GG_Info,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LepetitI.OU=HDV.O=ANNECY.T=MRY.,LepetitI,\INFO\ISABELLE\Perso,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=LepetitI.OU=HDV.O=ANNECY.T=MRY.,LepetitI,\INFO\ISABELLE,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LepetitI.OU=HDV.O=ANNECY.T=MRY.,LepetitI,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\INFO\ISABELLE\Perso,,ThisFolderSubFoldersAndFiles
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\INFO\ISABELLE,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CadouxL.OU=HDV.O=ANNECY.T=MRY.,CadouxL,\INFO\Repro\Cadoux,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=CadouxL.OU=HDV.O=ANNECY.T=MRY.,CadouxL,\INFO\Repro,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=CadouxL.OU=HDV.O=ANNECY.T=MRY.,CadouxL,\INFO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DirectionFetes.OU=PST.O=ANNECY.T=MRY.,GG_DirectionFetes,\Logistique_événements\Ateliers_Electricité_Fetes,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DirectionFetes.OU=PST.O=ANNECY.T=MRY.,GG_DirectionFetes,\Logistique_événements,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Fetes.OU=PST.O=ANNECY.T=MRY.,GG_Fetes,\Logistique_événements\Berthet,,ThisFolderSubFoldersAndFiles
.CN=Fetes.OU=PST.O=ANNECY.T=MRY.,GG_Fetes,\Logistique_événements,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-LogistiqueDir.OU=HDV.O=ANNECY.T=MRY.,GG_1-LogistiqueDir,\Logistique_événements\Berthet,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-LogistiqueDir.OU=HDV.O=ANNECY.T=MRY.,GG_1-LogistiqueDir,\Logistique_événements,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Fetes.OU=PST.O=ANNECY.T=MRY.,GG_Fetes,\Logistique_événements\Fontaine\Fontaine,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory,ReadPermissions,ChangePermissions",ThisFolderSubFoldersAndFiles
.CN=Fetes.OU=PST.O=ANNECY.T=MRY.,GG_Fetes,\Logistique_événements\Fontaine,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Fetes.OU=PST.O=ANNECY.T=MRY.,GG_Fetes,\Logistique_événements,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Fetes.OU=PST.O=ANNECY.T=MRY.,GG_Fetes,\Logistique_événements\Fontaine,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Fetes.OU=PST.O=ANNECY.T=MRY.,GG_Fetes,\Logistique_événements,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DirectionFetes.OU=PST.O=ANNECY.T=MRY.,GG_DirectionFetes,\Logistique_événements\Guizzon,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DirectionFetes.OU=PST.O=ANNECY.T=MRY.,GG_DirectionFetes,\Logistique_événements,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Atelier_Sle.OU=PST.O=ANNECY.T=MRY.,Atelier_Sle,\Logistique_événements\Atelier_Logev,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Atelier_Sle.OU=PST.O=ANNECY.T=MRY.,Atelier_Sle,\Logistique_événements,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DepresV.OU=PST.O=ANNECY.T=MRY.,DepresV,\Logistique_événements\Depres,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DepresV.OU=PST.O=ANNECY.T=MRY.,DepresV,\Logistique_événements,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DuverneyA.OU=HDV.O=ANNECY.T=MRY.,DuverneyA,\Logistique_événements\Duverney,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DuverneyA.OU=HDV.O=ANNECY.T=MRY.,DuverneyA,\Logistique_événements,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Fetes.OU=PST.O=ANNECY.T=MRY.,GG_Fetes,\Logistique_événements\Commun,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Fetes.OU=PST.O=ANNECY.T=MRY.,GG_Fetes,\Logistique_événements,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PithoisK.OU=PST.O=ANNECY.T=MRY.,PithoisK,\MEDECINE\Pithois,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PithoisK.OU=PST.O=ANNECY.T=MRY.,PithoisK,\MEDECINE,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Medecine.OU=PST.O=ANNECY.T=MRY.,GG_Medecine,\MEDECINE\Spirowin,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Medecine.OU=PST.O=ANNECY.T=MRY.,GG_Medecine,\MEDECINE,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\OpenOffice\Galerie,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\OpenOffice,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\OpenOffice\Modeles,"Read,ReadAndExecute,Synchronize,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=Everybody.O=ANNECY.T=MRY.,GG_Everybody,\OpenOffice,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FischbachG.OU=PST.O=ANNECY.T=MRY.,FischbachG,\Propreté Urbaine\NETTOIEMENT,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FischbachG.OU=PST.O=ANNECY.T=MRY.,FischbachG,\Propreté Urbaine,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=PropreteUrbaine.OU=PST.O=ANNECY.T=MRY.,GG_PropreteUrbaine,\Propreté Urbaine\Commun,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=PropreteUrbaine.OU=PST.O=ANNECY.T=MRY.,GG_PropreteUrbaine,\Propreté Urbaine,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=VittozM.OU=PST.O=ANNECY.T=MRY.,VittozM,\Propreté Urbaine\Vittoz,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=VittozM.OU=PST.O=ANNECY.T=MRY.,VittozM,\Propreté Urbaine,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=TellierM.OU=PST.O=ANNECY.T=MRY.,TellierM,\Propreté Urbaine\TELLIER,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=TellierM.OU=PST.O=ANNECY.T=MRY.,TellierM,\Propreté Urbaine,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FranconC.OU=PST.O=ANNECY.T=MRY.,FranconC,\Propreté Urbaine\Françon,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FranconC.OU=PST.O=ANNECY.T=MRY.,FranconC,\Propreté Urbaine,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=AchouriN.OU=PST.O=ANNECY.T=MRY.,AchouriN,\Propreté Urbaine\Achouri,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=AchouriN.OU=PST.O=ANNECY.T=MRY.,AchouriN,\Propreté Urbaine,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Stationnement.OU=HDV.O=ANNECY.T=MRY.,GG_Stationnement,\STATIO\BALDACCHINO,,ThisFolderSubFoldersAndFiles
.CN=Stationnement.OU=HDV.O=ANNECY.T=MRY.,GG_Stationnement,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=BarriquandH.OU=HDV.O=ANNECY.T=MRY.,BarriquandH,\STATIO\BARRIQUAND,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=BarriquandH.OU=HDV.O=ANNECY.T=MRY.,BarriquandH,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Statio-Commun.OU=HDV.O=ANNECY.T=MRY.,GG_1-Statio-Commun,\STATIO\COMMUN,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Statio-Commun.OU=HDV.O=ANNECY.T=MRY.,GG_1-Statio-Commun,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Stationnement.OU=HDV.O=ANNECY.T=MRY.,GG_Stationnement,\STATIO\COMMUN,,ThisFolderSubFoldersAndFiles
.CN=Stationnement.OU=HDV.O=ANNECY.T=MRY.,GG_Stationnement,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=DupontM.OU=HDV.O=ANNECY.T=MRY.,DupontM,\STATIO\Dupont,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=DupontM.OU=HDV.O=ANNECY.T=MRY.,DupontM,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=FolJF.OU=HDV.O=ANNECY.T=MRY.,FolJF,\STATIO\Fol,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=FolJF.OU=HDV.O=ANNECY.T=MRY.,FolJF,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-ParkingRegie.OU=HDV.O=ANNECY.T=MRY.,GG_1-ParkingRegie,\STATIO\Régies,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-ParkingRegie.OU=HDV.O=ANNECY.T=MRY.,GG_1-ParkingRegie,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=LevantJ.OU=HDV.O=ANNECY.T=MRY.,LevantJ,\STATIO\Levant,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=LevantJ.OU=HDV.O=ANNECY.T=MRY.,LevantJ,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=pc_parkings.OU=HDV.O=ANNECY.T=MRY.,pc_parkings,\STATIO\Pc_Parking,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=pc_parkings.OU=HDV.O=ANNECY.T=MRY.,pc_parkings,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=Stationnement.OU=HDV.O=ANNECY.T=MRY.,GG_Stationnement,\STATIO\Pc_Parking,,ThisFolderSubFoldersAndFiles
.CN=Stationnement.OU=HDV.O=ANNECY.T=MRY.,GG_Stationnement,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-Statio-Commun.OU=HDV.O=ANNECY.T=MRY.,GG_1-Statio-Commun,\STATIO\Pc_Parking,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-Statio-Commun.OU=HDV.O=ANNECY.T=MRY.,GG_1-Statio-Commun,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=RotaX.OU=HDV.O=ANNECY.T=MRY.,RotaX,\STATIO\Rota,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=RotaX.OU=HDV.O=ANNECY.T=MRY.,RotaX,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=1-ParkingTech.OU=HDV.O=ANNECY.T=MRY.,GG_1-ParkingTech,\STATIO\Tech_partage,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=1-ParkingTech.OU=HDV.O=ANNECY.T=MRY.,GG_1-ParkingTech,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
.CN=ScaramucciP.OU=HDV.O=ANNECY.T=MRY.,ScaramucciP,\STATIO\Scaramucci,"Read,ReadAndExecute,Synchronize,Write,CreateFiles,CreateDirectories,Delete,Modify,ListDirectory",ThisFolderSubFoldersAndFiles
.CN=ScaramucciP.OU=HDV.O=ANNECY.T=MRY.,ScaramucciP,\STATIO,"ReadAndExecute,Synchronize",ThisFolderOnly
